name,kind,return_type,storage,params,file,line,signature
BerDecoder_decodeLength,declaration,bufPos =,,"buf, &length, bufPos, size",mms/iso_mms/client/mms_client_write.c,78,"bufPos = BerDecoder_decodeLength(buf, &length, bufPos, size)"
BerDecoder_decodeLength,declaration,bufPos =,,"buf, &length, bufPos, size",mms/iso_mms/client/mms_client_write.c,137,"bufPos = BerDecoder_decodeLength(buf, &length, bufPos, size)"
BerDecoder_decodeLength,declaration,bufPos =,,"buf, &length, bufPos, size",mms/iso_mms/client/mms_client_write.c,154,"bufPos = BerDecoder_decodeLength(buf, &length, bufPos, size)"
BerDecoder_decodeLength,declaration,*bufPos =,,"buffer, &length, *bufPos, maxBufPos",mms/iso_mms/common/mms_common_msg.c,639,"*bufPos = BerDecoder_decodeLength(buffer, &length, *bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &elementLength, bufPos, elementEndBufPos",mms/iso_mms/server/mms_access_result.c,82,"bufPos = BerDecoder_decodeLength(buffer, &elementLength, bufPos, elementEndBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &dataLength, bufPos, dataEndBufPos",mms/iso_mms/server/mms_access_result.c,148,"bufPos = BerDecoder_decodeLength(buffer, &dataLength, bufPos, dataEndBufPos)"
BerDecoder_decodeLength,declaration,int newBufPos =,,"buffer, &elementLength, bufPos + 1, dataEndBufPos",mms/iso_mms/server/mms_access_result.c,181,"int newBufPos = BerDecoder_decodeLength(buffer, &elementLength, bufPos + 1, dataEndBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_association_service.c,241,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_association_service.c,317,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_file_service.c,227,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_file_service.c,302,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_file_service.c,651,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_file_service.c,1106,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_file_service.c,1203,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_get_namelist_service.c,510,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_get_namelist_service.c,531,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,*bufPos =,,"buffer, &length, *bufPos, maxBufPos",mms/iso_mms/server/mms_journal_service.c,180,"*bufPos = BerDecoder_decodeLength(buffer, &length, *bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"requestBuffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_journal_service.c,234,"bufPos = BerDecoder_decodeLength(requestBuffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"requestBuffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_journal_service.c,248,"bufPos = BerDecoder_decodeLength(requestBuffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"requestBuffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_journal_service.c,290,"bufPos = BerDecoder_decodeLength(requestBuffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"requestBuffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_journal_service.c,328,"bufPos = BerDecoder_decodeLength(requestBuffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"requestBuffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_journal_service.c,364,"bufPos = BerDecoder_decodeLength(requestBuffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_server_connection.c,129,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_server_connection.c,509,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &pduLength, bufPos, message->size",mms/iso_mms/server/mms_server_connection.c,677,"bufPos = BerDecoder_decodeLength(buffer, &pduLength, bufPos, message->size)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &dataLength, bufPos, dataEndBufPos",mms/iso_mms/server/mms_write_service.c,113,"bufPos = BerDecoder_decodeLength(buffer, &dataLength, bufPos, dataEndBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &nameLength, bufPos, dataEndBufPos",mms/iso_mms/server/mms_write_service.c,140,"bufPos = BerDecoder_decodeLength(buffer, &nameLength, bufPos, dataEndBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &nameLength, bufPos, dataEndBufPos",mms/iso_mms/server/mms_write_service.c,156,"bufPos = BerDecoder_decodeLength(buffer, &nameLength, bufPos, dataEndBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &dataLength, bufPos, dataEndBufPos",mms/iso_mms/server/mms_write_service.c,200,"bufPos = BerDecoder_decodeLength(buffer, &dataLength, bufPos, dataEndBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &dataLength, bufPos, dataEndBufPos",mms/iso_mms/server/mms_write_service.c,214,"bufPos = BerDecoder_decodeLength(buffer, &dataLength, bufPos, dataEndBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, maxBufPos",mms/iso_mms/server/mms_write_service.c,251,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, endPos",mms/iso_presentation/iso_presentation.c,183,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, endPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &length, bufPos, endPos",mms/iso_presentation/iso_presentation.c,199,"bufPos = BerDecoder_decodeLength(buffer, &length, bufPos, endPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, endPos",mms/iso_presentation/iso_presentation.c,272,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, endPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, endPos",mms/iso_presentation/iso_presentation.c,365,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, endPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, endPos",mms/iso_presentation/iso_presentation.c,413,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, endPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, maxBufPos",mms/iso_presentation/iso_presentation.c,541,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, maxBufPos",mms/iso_presentation/iso_presentation.c,554,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, maxBufPos",mms/iso_presentation/iso_presentation.c,674,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, maxBufPos",mms/iso_presentation/iso_presentation.c,686,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, maxBufPos",mms/iso_presentation/iso_presentation.c,700,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, maxBufPos",mms/iso_presentation/iso_presentation.c,780,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, maxBufPos",mms/iso_presentation/iso_presentation.c,796,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, maxBufPos)"
BerDecoder_decodeLength,declaration,bufPos =,,"buffer, &len, bufPos, maxBufPos",mms/iso_presentation/iso_presentation.c,816,"bufPos = BerDecoder_decodeLength(buffer, &len, bufPos, maxBufPos)"
BerDecoder_decodeLength,definition,int,,"uint8_t* buffer, int* length, int bufPos, int maxBufPos",mms/asn1/ber_decode.c,98,"int BerDecoder_decodeLength(uint8_t* buffer, int* length, int bufPos, int maxBufPos)"
BerDecoder_decodeLengthRecursive,declaration,int newBufPos =,,"buffer, &subLength, bufPos, maxBufPos, depth, maxDepth",mms/asn1/ber_decode.c,36,"int newBufPos = BerDecoder_decodeLengthRecursive(buffer, &subLength, bufPos, maxBufPos, depth, maxDepth)"
BerDecoder_decodeLengthRecursive,declaration,return,,"buffer, length, bufPos, maxBufPos, 0, 50",mms/asn1/ber_decode.c,102,"return BerDecoder_decodeLengthRecursive(buffer, length, bufPos, maxBufPos, 0, 50)"
BerDecoder_decodeLengthRecursive,definition,int,static,"uint8_t* buffer, int* length, int bufPos, int maxBufPos, int depth, int maxDepth",mms/asn1/ber_decode.c,50,"static int BerDecoder_decodeLengthRecursive(uint8_t* buffer, int* length, int bufPos, int maxBufPos, int depth, int maxDepth)"
BerDecoder_decodeOID,declaration,LIB61850_INTERNAL void,,"uint8_t* buffer, int bufPos, int length, ItuObjectIdentifier* oid",mms/inc_private/ber_decode.h,27,"LIB61850_INTERNAL void BerDecoder_decodeOID(uint8_t* buffer, int bufPos, int length, ItuObjectIdentifier* oid)"
BerDecoder_decodeOID,definition,void,,"uint8_t* buffer, int bufPos, int length, ItuObjectIdentifier* oid",mms/asn1/ber_decode.c,217,"void BerDecoder_decodeOID(uint8_t* buffer, int bufPos, int length, ItuObjectIdentifier* oid)"
BerDecoder_decodeString,declaration,LIB61850_INTERNAL char*,,"uint8_t* buffer, int strlen, int bufPos, int maxBufPos",mms/inc_private/ber_decode.h,9,"LIB61850_INTERNAL char* BerDecoder_decodeString(uint8_t* buffer, int strlen, int bufPos, int maxBufPos)"
BerDecoder_decodeString,definition,char*,,"uint8_t* buffer, int strlen, int bufPos, int maxBufPos",mms/asn1/ber_decode.c,104,"char* BerDecoder_decodeString(uint8_t* buffer, int strlen, int bufPos, int maxBufPos)"
BerDecoder_decodeUint32,declaration,LIB61850_INTERNAL uint32_t,,"uint8_t* buffer, int intlen, int bufPos",mms/inc_private/ber_decode.h,12,"LIB61850_INTERNAL uint32_t BerDecoder_decodeUint32(uint8_t* buffer, int intlen, int bufPos)"
BerDecoder_decodeUint32,declaration,case 0x02: self->nextReference =,,"buffer, len, bufPos",mms/iso_acse/acse.c,122,"case 0x02: self->nextReference = BerDecoder_decodeUint32(buffer, len, bufPos)"
BerDecoder_decodeUint32,declaration,result =,,"buffer, len, bufPos",mms/iso_acse/acse.c,207,"result = BerDecoder_decodeUint32(buffer, len, bufPos)"
BerDecoder_decodeUint32,declaration,error->errorCode =,,"buffer, length, bufPos",mms/iso_mms/client/mms_client_connection.c,549,"error->errorCode = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,uint32_t invokeId =,,"buf, invokeIdLength, bufPos",mms/iso_mms/client/mms_client_connection.c,1372,"uint32_t invokeId = BerDecoder_decodeUint32(buf, invokeIdLength, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x02: invokeId =,,"buf, length, bufPos",mms/iso_mms/client/mms_client_connection.c,1506,"case 0x02: invokeId = BerDecoder_decodeUint32(buf, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x81: filePosition =,,"buffer, length, bufPos",mms/iso_mms/client/mms_client_files.c,88,"case 0x81: filePosition = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x80: self->parameters.maxPduSize =,,"buffer, length, bufPos",mms/iso_mms/client/mms_client_initiate.c,171,"case 0x80: self->parameters.maxPduSize = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x81: self->parameters.maxServOutstandingCalling =,,"buffer, length, bufPos",mms/iso_mms/client/mms_client_initiate.c,178,"case 0x81: self->parameters.maxServOutstandingCalling = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x82: self->parameters.maxServOutstandingCalled =,,"buffer, length, bufPos",mms/iso_mms/client/mms_client_initiate.c,186,"case 0x82: self->parameters.maxServOutstandingCalled = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x83: self->parameters.dataStructureNestingLevel =,,"buffer, length, bufPos",mms/iso_mms/client/mms_client_initiate.c,194,"case 0x83: self->parameters.dataStructureNestingLevel = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,uint32_t dataAccessErrorCode =,,"buf, length, bufPos",mms/iso_mms/client/mms_client_write.c,88,"uint32_t dataAccessErrorCode = BerDecoder_decodeUint32(buf, length, bufPos)"
BerDecoder_decodeUint32,declaration,uint32_t dataAccessErrorCode =,,"buf, length, bufPos",mms/iso_mms/client/mms_client_write.c,161,"uint32_t dataAccessErrorCode = BerDecoder_decodeUint32(buf, length, bufPos)"
BerDecoder_decodeUint32,declaration,uint32_t protocolVersion =,,"buffer, length, bufPos",mms/iso_mms/server/mms_association_service.c,259,"uint32_t protocolVersion = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x80: self->maxPduSize =,,"buffer, length, bufPos",mms/iso_mms/server/mms_association_service.c,333,"case 0x80: self->maxPduSize = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x81: self->maxServOutstandingCalling =,,"buffer, length, bufPos",mms/iso_mms/server/mms_association_service.c,340,"case 0x81: self->maxServOutstandingCalling = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x82: self->maxServOutstandingCalled =,,"buffer, length, bufPos",mms/iso_mms/server/mms_association_service.c,348,"case 0x82: self->maxServOutstandingCalled = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x83: self->dataStructureNestingLevel =,,"buffer, length, bufPos",mms/iso_mms/server/mms_association_service.c,356,"case 0x83: self->dataStructureNestingLevel = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x81: filePosition =,,"buffer, length, bufPos",mms/iso_mms/server/mms_file_service.c,316,"case 0x81: filePosition = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,objectClass =,,"buffer, length, bufPos",mms/iso_mms/server/mms_get_namelist_service.c,525,"objectClass = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x02: invokeId =,,"buffer, length, bufPos",mms/iso_mms/server/mms_server_connection.c,281,"case 0x02: invokeId = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x02: invokeId =,,"buffer, length, bufPos",mms/iso_mms/server/mms_server_connection.c,643,"case 0x02: invokeId = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,presentationSelector =,,"buffer, length, bufPos",mms/iso_presentation/iso_presentation.c,215,"presentationSelector = BerDecoder_decodeUint32(buffer, length, bufPos)"
BerDecoder_decodeUint32,declaration,case 0x02: contextId =,,"buffer, len, bufPos",mms/iso_presentation/iso_presentation.c,283,"case 0x02: contextId = BerDecoder_decodeUint32(buffer, len, bufPos)"
BerDecoder_decodeUint32,declaration,uint32_t modeSelector =,,"buffer, len, bufPos",mms/iso_presentation/iso_presentation.c,825,"uint32_t modeSelector = BerDecoder_decodeUint32(buffer, len, bufPos)"
BerDecoder_decodeUint32,definition,uint32_t,,"uint8_t* buffer, int intLen, int bufPos",mms/asn1/ber_decode.c,121,"uint32_t BerDecoder_decodeUint32(uint8_t* buffer, int intLen, int bufPos)"
BerEncoder_Int32determineEncodedSize,declaration,LIB61850_INTERNAL int,,int32_t value,mms/inc_private/ber_encoder.h,48,LIB61850_INTERNAL int BerEncoder_Int32determineEncodedSize(int32_t value)
BerEncoder_Int32determineEncodedSize,definition,int,,int32_t value,mms/asn1/ber_encoder.c,359,int BerEncoder_Int32determineEncodedSize(int32_t value)
BerEncoder_UInt32determineEncodedSize,declaration,LIB61850_INTERNAL int,,uint32_t value,mms/inc_private/ber_encoder.h,43,LIB61850_INTERNAL int BerEncoder_UInt32determineEncodedSize(uint32_t value)
BerEncoder_UInt32determineEncodedSize,declaration,nextRefLength =,,self->nextReference,mms/iso_acse/acse.c,544,nextRefLength = BerEncoder_UInt32determineEncodedSize(self->nextReference)
BerEncoder_UInt32determineEncodedSize,declaration,calledAEQualifierLength =,,isoParameters->remoteAEQualifier,mms/iso_acse/acse.c,633,calledAEQualifierLength = BerEncoder_UInt32determineEncodedSize( isoParameters->remoteAEQualifier)
BerEncoder_UInt32determineEncodedSize,declaration,callingAEQualifierLength =,,isoParameters->localAEQualifier,mms/iso_acse/acse.c,647,callingAEQualifierLength = BerEncoder_UInt32determineEncodedSize( isoParameters->localAEQualifier)
BerEncoder_UInt32determineEncodedSize,declaration,uint32_t invokeIdSize =,,invokeId,mms/iso_mms/client/mms_client_files.c,234,uint32_t invokeIdSize = BerEncoder_UInt32determineEncodedSize(invokeId)
BerEncoder_UInt32determineEncodedSize,declaration,uint32_t invokeIdSize =,,invokeId,mms/iso_mms/client/mms_client_files.c,268,uint32_t invokeIdSize = BerEncoder_UInt32determineEncodedSize(invokeId)
